vehicle_id,age_years,annual_mileage,usage_type,region,incident_rate_theoretical,n_incidents,total_repair_cost
924,2,58338,delivery,urban,0.446676,1,925.9052425133216
925,3,55133,taxi,urban,0.480266,0,0.0
926,14,10541,delivery,urban,0.591082,0,0.0
927,8,45877,sales,suburban,0.451754,0,0.0
928,4,37569,sales,rural,0.335138,0,0.0
929,6,11219,service,rural,0.302438,1,797.3035437872188
930,8,19143,delivery,urban,0.48828600000000005,1,1149.979480243391
931,8,55981,service,urban,0.49196200000000007,0,0.0
932,10,34861,delivery,suburban,0.519722,0,0.0
933,3,23615,delivery,suburban,0.35723,0,0.0
934,9,22625,delivery,suburban,0.4752499999999999,0,0.0
935,6,51082,delivery,urban,0.512164,1,767.2517766067391
936,14,20590,taxi,urban,0.63118,2,1656.2786286444991
937,2,13738,delivery,suburban,0.317476,1,403.078052154313
938,2,36561,taxi,suburban,0.383122,0,0.0
939,6,59588,sales,urban,0.47917600000000005,0,0.0
940,7,15082,sales,rural,0.35016400000000003,0,0.0
941,10,19042,sales,suburban,0.438084,0,0.0
942,6,30802,taxi,rural,0.43160400000000004,0,0.0
943,13,15989,delivery,urban,0.581978,1,688.2112001769342
944,7,40794,sales,urban,0.46158800000000005,1,1393.981056860311
945,1,18949,delivery,rural,0.287898,0,0.0
946,1,12050,delivery,rural,0.2741,0,0.0
947,14,19369,delivery,rural,0.5487380000000001,0,0.0
948,2,56182,sales,rural,0.332364,0,0.0
949,14,56419,taxi,urban,0.702838,1,993.2953452153
950,4,32814,sales,urban,0.38562799999999997,0,0.0
951,1,27025,delivery,urban,0.36405000000000004,1,504.0534106277418
952,4,50074,taxi,rural,0.430148,1,616.8912076690469
953,9,15684,taxi,urban,0.5213679999999999,1,858.3973931619911
954,6,40964,delivery,suburban,0.45192800000000005,1,1389.9066560570914
955,11,42402,taxi,rural,0.5548040000000001,0,0.0
956,9,44050,sales,rural,0.4481,2,3581.388680857989
957,6,16986,taxi,rural,0.40397200000000005,0,0.0
958,9,44387,delivery,suburban,0.518774,1,1054.7712651180268
959,14,38659,sales,urban,0.597318,0,0.0
960,6,53130,delivery,rural,0.45626,0,0.0
961,2,14591,delivery,urban,0.35918200000000006,0,0.0
962,6,38748,delivery,urban,0.487496,0,0.0
963,12,50630,taxi,rural,0.59126,1,1285.3659138753856
964,3,20301,delivery,suburban,0.35060199999999997,2,1437.8018237981673
965,14,45907,sales,suburban,0.5718140000000002,1,869.3719597876999
966,8,10473,delivery,urban,0.47094600000000003,1,330.8382832172098
967,9,44495,sales,suburban,0.4689899999999999,0,0.0
968,4,38343,delivery,rural,0.386686,0,0.0
969,13,15590,sales,suburban,0.49118,1,430.25487259885756
970,0,8649,sales,urban,0.257298,1,473.4553866121366
971,4,46001,taxi,suburban,0.44200199999999995,1,1051.2926441615934
972,6,18271,delivery,rural,0.38654200000000005,0,0.0
973,7,32359,taxi,rural,0.45471800000000007,0,0.0
974,7,8338,service,urban,0.37667600000000007,0,0.0
975,2,57992,service,suburban,0.335984,1,924.0465716304749
976,3,35188,delivery,urban,0.420376,0,0.0
977,1,56236,sales,urban,0.372472,0,0.0
978,8,13818,delivery,urban,0.477636,0,0.0
979,5,16318,delivery,suburban,0.382636,1,395.5161686901664
980,8,38572,sales,suburban,0.437144,2,1992.9913744574958
981,8,38247,taxi,urban,0.5464939999999999,0,0.0
982,10,48497,taxi,urban,0.6069939999999999,1,874.913469174672
983,8,56043,sales,urban,0.5120859999999999,0,0.0
984,9,50203,delivery,urban,0.570406,0,0.0
985,8,12712,sales,suburban,0.385424,1,784.0360744204896
986,9,22024,taxi,urban,0.534048,1,611.132798499671
987,9,55260,delivery,urban,0.5805199999999999,0,0.0
988,4,35192,taxi,rural,0.400384,0,0.0
989,3,52685,service,urban,0.38537000000000005,1,749.3408482779842
990,11,35965,taxi,rural,0.54193,1,1926.3887117574943
991,5,7735,delivery,suburban,0.36547,1,526.3190580579964
992,8,31008,sales,suburban,0.42201599999999995,0,0.0
993,2,50356,service,suburban,0.32071199999999994,1,0.0
994,6,41031,service,urban,0.422062,2,2784.6959186868685
995,7,12302,taxi,rural,0.41460400000000003,0,0.0
996,9,16554,taxi,rural,0.46310799999999996,2,2453.2169809452757
997,7,51990,taxi,urban,0.55398,1,815.4282799318568
998,5,58858,sales,suburban,0.417716,0,0.0
999,14,46408,service,suburban,0.5528160000000001,0,0.0
1000,7,10394,sales,rural,0.34078800000000004,0,0.0
1001,12,39055,taxi,rural,0.56811,0,0.0
1002,11,50607,delivery,urban,0.6112139999999999,1,1566.7258253622783
1003,8,40210,taxi,rural,0.49042,0,0.0
1004,13,37675,delivery,rural,0.56535,2,1725.111243776846
1005,1,30704,delivery,suburban,0.331408,0,0.0
1006,13,18467,taxi,urban,0.606934,1,685.8471220049904
1007,12,20442,sales,rural,0.460884,0,0.0
1008,7,46012,service,suburban,0.412024,1,572.2830860202023
1009,11,8839,sales,urban,0.477678,1,1416.0956711805677
1010,7,9646,service,rural,0.319292,0,0.0
1011,4,26816,sales,suburban,0.333632,0,0.0
1012,11,47592,sales,rural,0.495184,0,0.0
1013,3,41136,delivery,suburban,0.392272,0,0.0
1014,4,37449,sales,urban,0.39489799999999997,0,0.0
1015,7,34377,delivery,rural,0.4387540000000001,0,0.0
1016,12,11091,delivery,suburban,0.512182,1,906.4139703872314
1017,5,23248,delivery,suburban,0.396496,0,0.0
1018,7,9372,sales,urban,0.39874400000000004,0,0.0
1019,0,46698,sales,urban,0.333396,0,0.0
1020,1,46295,service,suburban,0.29258999999999996,0,0.0
1021,0,19195,service,urban,0.25839,0,0.0
1022,1,21111,service,rural,0.22222199999999998,1,572.4730840834777
1023,13,22460,delivery,rural,0.5349200000000001,1,0.0
1024,12,53911,service,suburban,0.527822,0,0.0
1025,12,31868,sales,urban,0.543736,0,0.0
1026,0,46914,service,suburban,0.273828,0,0.0
1027,1,29685,delivery,urban,0.36937000000000003,0,0.0
1028,4,43400,delivery,rural,0.39680000000000004,0,0.0
1029,8,34057,service,urban,0.44811400000000007,0,0.0
1030,5,20323,delivery,rural,0.37064600000000003,0,0.0
1031,7,53196,taxi,urban,0.556392,0,0.0
1032,2,43991,taxi,urban,0.43798200000000004,2,1199.3665168658022
1033,10,47313,delivery,rural,0.524626,0,0.0
1034,4,57148,delivery,suburban,0.44429599999999997,0,0.0
1035,0,18682,service,rural,0.19736399999999998,1,0.0
1036,11,10035,service,rural,0.40007000000000004,0,0.0
1037,13,37024,service,suburban,0.5140480000000001,1,2300.1701379271726
1038,0,22938,delivery,urban,0.335876,0,0.0
1039,6,28967,delivery,suburban,0.427934,2,763.7534495183597
1040,12,17906,taxi,rural,0.525812,0,0.0
1041,10,26915,taxi,rural,0.50383,0,0.0
1042,12,26628,delivery,urban,0.583256,0,0.0
1043,6,24280,sales,suburban,0.36856,0,0.0
1044,5,45828,service,urban,0.4116560000000001,0,0.0
1045,10,37595,taxi,suburban,0.5451900000000001,1,509.3948826913258
1046,2,31083,taxi,rural,0.352166,2,1077.356231674129
1047,3,11199,taxi,rural,0.33239799999999997,0,0.0
1048,9,36390,delivery,urban,0.5427799999999999,0,0.0
1049,10,14626,delivery,urban,0.5192519999999999,0,0.0
1050,1,22278,taxi,urban,0.374556,0,0.0
1051,7,27819,taxi,urban,0.505638,1,898.7943552624013
1052,5,12770,taxi,urban,0.43554,0,0.0
1053,7,26421,sales,rural,0.37284200000000006,0,0.0
1054,14,19681,delivery,urban,0.609362,2,864.4629086510715
1055,1,51736,delivery,urban,0.413472,0,0.0
1056,14,52282,delivery,suburban,0.6345640000000001,1,1852.6864012055348
1057,6,5251,delivery,urban,0.42050200000000004,0,0.0
1058,11,38132,taxi,urban,0.606264,1,608.3893370619345
1059,6,40230,sales,rural,0.38046,0,0.0
1060,4,25789,service,urban,0.351578,1,574.5945198000966
1061,11,30801,sales,urban,0.521602,0,0.0
1062,10,48444,taxi,suburban,0.5668880000000001,0,0.0
1063,2,25787,delivery,urban,0.381574,0,0.0
1064,10,8545,taxi,urban,0.52709,0,0.0
1065,11,25487,delivery,urban,0.560974,2,1696.7823008374587
1066,5,18964,service,urban,0.357928,2,844.4719413703546
1067,13,26049,taxi,rural,0.562098,3,1819.414303037121
1068,9,17655,delivery,urban,0.5053099999999999,2,1482.1146955555218
1069,5,13243,delivery,urban,0.416486,0,0.0
1070,0,59195,delivery,urban,0.40839000000000003,0,0.0
1071,10,12087,service,rural,0.384174,0,0.0
1072,3,43835,delivery,urban,0.43767000000000006,0,0.0
1073,11,44466,delivery,rural,0.538932,0,0.0
1074,7,38978,delivery,urban,0.507956,1,379.1610914691909
1075,7,55130,sales,rural,0.43026000000000003,0,0.0
1076,2,5274,taxi,urban,0.36054800000000004,0,0.0
1077,10,21589,sales,urban,0.483178,0,0.0
1078,2,15137,taxi,suburban,0.34027399999999997,0,0.0
1079,6,36730,delivery,urban,0.48346000000000006,1,892.9750003265702
1080,12,39954,service,suburban,0.49990799999999996,1,527.6989648881533
1081,13,54384,delivery,suburban,0.6187680000000001,0,0.0
1082,14,25884,delivery,suburban,0.5817680000000001,1,941.5616495778427
1083,14,17974,taxi,urban,0.6259480000000001,0,0.0
1084,8,55835,delivery,suburban,0.5216700000000001,0,0.0
1085,3,42014,delivery,urban,0.434028,1,883.4613247587118
1086,12,47059,sales,rural,0.514118,1,499.2650044415497
1087,12,29473,taxi,suburban,0.5689460000000001,1,1062.0981896968915
1088,14,29606,delivery,suburban,0.5892120000000001,1,602.508838643456
1089,9,26397,delivery,rural,0.4627939999999999,0,0.0
1090,2,46223,sales,suburban,0.33244599999999996,0,0.0
1091,7,16583,delivery,suburban,0.423166,1,1094.3635221606448
1092,6,58647,delivery,urban,0.5272939999999999,1,973.0576350801946
1093,12,14675,sales,suburban,0.46935,0,0.0
1094,5,30353,sales,urban,0.400706,0,0.0
1095,4,22303,service,urban,0.344606,0,0.0
1096,1,40338,taxi,rural,0.350676,0,0.0
1097,12,42438,delivery,urban,0.614876,0,0.0
1098,11,55526,taxi,suburban,0.601052,0,0.0
1099,0,48406,sales,urban,0.336812,0,0.0
1100,6,18677,delivery,urban,0.4473540000000001,0,0.0
1101,7,16366,taxi,rural,0.42273200000000005,0,0.0
1102,7,53760,delivery,urban,0.53752,2,0.0
1103,13,31832,sales,suburban,0.523664,0,0.0
1104,2,10364,sales,suburban,0.26072799999999996,0,0.0
1105,4,50373,taxi,rural,0.430746,0,0.0
1106,2,40664,service,urban,0.341328,0,0.0
1107,3,6406,service,suburban,0.252812,0,0.0
1108,13,48056,delivery,urban,0.646112,1,1142.8913164463922
1109,14,38405,taxi,urban,0.66681,1,1502.588250413196
1110,0,38803,sales,urban,0.317606,2,1247.4401895306532
1111,9,52571,delivery,urban,0.5751419999999999,2,2399.312595952801
1112,3,32254,taxi,suburban,0.39450799999999997,0,0.0
1113,2,30369,delivery,urban,0.39073800000000003,1,396.48426173213454
1114,4,38954,service,urban,0.37790799999999997,0,0.0
1115,2,15878,taxi,suburban,0.341756,0,0.0
1116,7,13341,sales,urban,0.40668200000000004,0,0.0
1117,14,51407,taxi,urban,0.692814,0,0.0
1118,8,16856,delivery,urban,0.483712,1,865.7344640405269
1119,10,32738,service,urban,0.48547599999999996,0,0.0
1120,7,19844,delivery,suburban,0.429688,1,682.2463912211505
1121,0,17675,delivery,rural,0.26535000000000003,0,0.0
1122,1,37877,taxi,suburban,0.36575399999999997,0,0.0
1123,4,49129,sales,suburban,0.378258,0,0.0
1124,3,29304,delivery,urban,0.408608,0,0.0
1125,12,12630,delivery,rural,0.49526000000000003,2,876.205902628189
1126,12,18446,delivery,urban,0.566892,0,0.0
1127,12,14051,delivery,urban,0.558102,0,0.0
1128,9,53554,delivery,urban,0.577108,2,1962.8989183988133
1129,8,22574,taxi,urban,0.5151479999999999,1,570.8813616233967
1130,9,25565,delivery,suburban,0.4811299999999999,0,0.0
1131,6,8907,delivery,urban,0.427814,0,0.0
1132,10,29531,sales,urban,0.499062,0,0.0
1133,11,55265,sales,urban,0.57053,1,1206.784050745601
1134,11,27533,delivery,rural,0.505066,2,934.6990150486488
1135,9,40818,delivery,suburban,0.511636,0,0.0
1136,0,15006,delivery,rural,0.260012,0,0.0
1137,10,12861,service,rural,0.385722,0,0.0
1138,5,45239,delivery,rural,0.420478,1,965.9910126577487
1139,11,8615,delivery,urban,0.52723,0,0.0
1140,8,29665,taxi,urban,0.52933,1,450.0778647398054
1141,13,22418,delivery,urban,0.594836,0,0.0
1142,5,5894,delivery,urban,0.401788,0,0.0
1143,13,34216,delivery,suburban,0.5784320000000001,2,1306.9919423323395
1144,12,58020,sales,urban,0.59604,0,0.0
1145,4,8803,sales,urban,0.337606,0,0.0
1146,7,49866,sales,suburban,0.439732,1,929.6249403905562
1147,7,34654,sales,urban,0.44930800000000004,0,0.0
1148,11,44795,delivery,urban,0.59959,0,0.0
1149,10,10310,service,urban,0.44061999999999996,0,0.0
1150,12,52800,sales,suburban,0.5456000000000001,1,1156.98560113559
1151,5,5627,sales,urban,0.351254,0,0.0
1152,7,54874,sales,urban,0.48974800000000007,0,0.0
1153,6,41179,taxi,urban,0.512358,0,0.0
1154,13,23561,delivery,suburban,0.5571220000000001,0,0.0
1155,4,5390,taxi,urban,0.40077999999999997,0,0.0
1156,8,38602,delivery,urban,0.527204,0,0.0
1157,1,9808,taxi,rural,0.289616,0,0.0
1158,12,38484,delivery,rural,0.546968,0,0.0
1159,5,47522,delivery,urban,0.485044,1,619.2867111753668
1160,5,19701,service,urban,0.35940200000000005,0,0.0
1161,8,18129,sales,urban,0.436258,1,313.3533607149512
1162,7,17207,taxi,suburban,0.44441400000000003,0,0.0
1163,12,17366,delivery,urban,0.564732,1,461.9685130153257
1164,7,11264,taxi,rural,0.41252800000000006,1,948.9273396126582
1165,7,18733,service,rural,0.33746600000000004,2,1373.4871434328998
1166,1,41262,sales,suburban,0.30252399999999996,0,0.0
1167,0,21638,sales,urban,0.28327600000000003,0,0.0
1168,5,47950,taxi,rural,0.4459,0,0.0
1169,14,50060,delivery,suburban,0.6301200000000001,0,0.0
1170,13,46852,sales,suburban,0.5537040000000001,3,0.0
1171,9,34674,service,urban,0.46934799999999993,1,564.2053291007946
1172,9,22395,taxi,suburban,0.49478999999999995,1,1080.9411323581726
1173,5,56144,taxi,rural,0.46228800000000003,0,0.0
1174,2,16289,taxi,rural,0.32257800000000003,0,0.0
1175,0,30547,taxi,suburban,0.33109399999999994,0,0.0
1176,5,29948,service,suburban,0.33989600000000003,0,0.0
1177,4,46007,sales,urban,0.412014,1,671.855428461213
1178,2,35074,taxi,suburban,0.380148,0,0.0
1179,3,48973,taxi,rural,0.40794600000000003,0,0.0
1180,0,55549,taxi,suburban,0.381098,0,0.0
1181,9,26484,delivery,urban,0.5229679999999999,0,0.0
1182,13,53115,taxi,urban,0.67623,1,864.7028982475805
1183,10,14332,sales,suburban,0.42866399999999993,0,0.0
1184,6,55383,sales,rural,0.410766,0,0.0
1185,6,14789,delivery,urban,0.4395780000000001,0,0.0
1186,4,51764,sales,urban,0.423528,0,0.0
1187,2,26463,sales,rural,0.272926,2,1537.1697050553805
1188,8,58051,delivery,suburban,0.5261020000000001,0,0.0
1189,8,12105,sales,urban,0.42421,0,0.0
1190,0,30602,sales,urban,0.301204,2,1222.0136178621387
1191,6,54603,sales,urban,0.469206,1,1286.9745737221951
1192,4,7611,delivery,urban,0.385222,0,0.0
1193,2,19575,delivery,suburban,0.32915,3,1309.065429139699
1194,10,9595,taxi,suburban,0.48918999999999996,0,0.0
1195,7,22670,delivery,suburban,0.43534,1,1197.6564647960615
1196,9,26465,taxi,suburban,0.50293,0,0.0
1197,10,39038,sales,urban,0.518076,0,0.0
1198,14,19172,delivery,urban,0.608344,0,0.0
1199,12,13727,taxi,urban,0.577454,1,1145.8447245536263
1200,9,14346,service,urban,0.428692,0,0.0
1201,13,56612,taxi,suburban,0.643224,0,0.0
1202,7,57426,taxi,urban,0.564852,0,0.0
1203,14,17177,taxi,suburban,0.584354,1,1335.3995847326244
1204,11,15748,delivery,urban,0.541496,0,0.0
1205,9,7980,delivery,urban,0.48596,1,462.9194702302916
1206,13,57765,sales,urban,0.61553,1,1052.0745437838566
1207,7,43838,taxi,suburban,0.497676,0,0.0
1208,10,46846,delivery,suburban,0.5436920000000001,1,0.0
1209,4,20981,delivery,rural,0.351962,0,0.0
1210,14,40252,sales,urban,0.600504,1,797.0126959704556
1211,9,8289,delivery,suburban,0.446578,0,0.0
1212,11,42181,sales,suburban,0.504362,0,0.0
1213,6,36881,taxi,urban,0.503762,0,0.0
1214,13,23231,taxi,urban,0.616462,0,0.0
1215,1,44075,delivery,urban,0.39815,0,0.0
1216,1,40553,delivery,urban,0.391106,1,0.0
1217,7,29144,taxi,rural,0.448288,1,1415.6614089246657
1218,10,15268,sales,urban,0.47053599999999995,0,0.0
1219,12,6296,delivery,suburban,0.502592,1,0.0
1220,6,56573,taxi,suburban,0.503146,3,2709.2114190650464
1221,9,20474,taxi,urban,0.530948,2,1703.5990347795794
1222,8,21598,delivery,suburban,0.453196,0,0.0
1223,14,42458,taxi,urban,0.674916,2,2639.1893915500978
1224,9,19035,delivery,urban,0.5080699999999999,3,4172.277289972845
1225,6,25666,taxi,urban,0.48133200000000004,0,0.0
1226,14,44113,delivery,urban,0.658226,1,1877.0795483429536
1227,1,37745,taxi,urban,0.40548999999999996,1,1074.356295831397
1228,14,41104,delivery,suburban,0.6122080000000001,0,0.0
1229,2,5256,taxi,suburban,0.32051199999999996,0,0.0
1230,4,29821,taxi,suburban,0.40964199999999995,0,0.0
1231,12,31139,service,urban,0.522278,2,3117.547819521921
1232,11,39784,taxi,rural,0.5495680000000001,0,0.0
1233,14,13330,sales,urban,0.54666,0,0.0
1234,11,13772,delivery,rural,0.47754399999999997,0,0.0
1235,9,46933,taxi,suburban,0.543866,1,1267.6989894045419
1236,5,42033,delivery,suburban,0.434066,0,0.0
1237,0,49615,taxi,urban,0.40923000000000004,0,0.0
1238,1,19883,sales,suburban,0.25976599999999994,0,0.0
1239,4,59868,sales,suburban,0.399736,1,638.3009273712833
1240,0,20005,taxi,urban,0.35001,0,0.0
1241,7,40802,sales,suburban,0.421604,0,0.0
1242,11,13919,delivery,urban,0.5378379999999999,0,0.0
1243,14,55517,delivery,suburban,0.6410340000000001,0,0.0
1244,7,23280,sales,suburban,0.38656,1,1023.3111454175219
1245,13,49136,delivery,rural,0.588272,0,0.0
1246,14,23218,delivery,urban,0.616436,1,957.6841054375801
1247,12,48496,service,urban,0.5569919999999999,0,0.0
1248,6,29979,service,urban,0.3999580000000001,0,0.0
1249,4,8436,sales,urban,0.336872,1,482.6363203938627
1250,14,15473,taxi,suburban,0.5809460000000001,3,1540.1152759346332
1251,3,42589,sales,urban,0.385178,0,0.0
1252,6,15615,delivery,suburban,0.40123000000000003,1,1119.9030065270426
1253,1,20142,taxi,urban,0.370284,0,0.0
1254,11,34795,taxi,urban,0.59959,1,515.7252942966542
1255,9,18917,service,urban,0.437834,0,0.0
1256,1,12088,service,urban,0.26417599999999997,1,487.40894026198174
1257,3,39336,sales,urban,0.378672,0,0.0
1258,8,42889,delivery,urban,0.535778,2,2479.6110359422423
1259,8,45317,taxi,urban,0.560634,1,1018.2325444669858
1260,12,56917,delivery,urban,0.643834,0,0.0
1261,3,11847,service,suburban,0.263694,0,0.0
1262,13,28473,delivery,rural,0.546946,0,0.0
1263,6,17869,delivery,suburban,0.405738,0,0.0
1264,12,54560,sales,urban,0.58912,1,944.6097625100574
1265,3,34688,taxi,urban,0.43937600000000004,0,0.0
1266,0,10407,sales,urban,0.260814,0,0.0
1267,0,43068,delivery,suburban,0.336136,0,0.0
1268,5,7362,sales,suburban,0.314724,1,825.9092290563094
1269,14,20079,delivery,urban,0.610158,1,1068.2947782898889
1270,0,44675,delivery,urban,0.37935,0,0.0
1271,5,32830,taxi,urban,0.47566,0,0.0
1272,1,46856,delivery,urban,0.403712,0,0.0
1273,13,36415,taxi,rural,0.5828300000000001,0,0.0
1274,10,51368,delivery,urban,0.5927359999999999,4,3522.5621015580728
1275,11,35941,delivery,urban,0.581882,0,0.0
1276,10,8124,sales,urban,0.456248,0,0.0
1277,9,8919,delivery,urban,0.48783799999999994,0,0.0
1278,11,47729,sales,urban,0.555458,1,635.9183188083167
1279,0,7123,sales,urban,0.254246,0,0.0
1280,12,25709,delivery,urban,0.581418,0,0.0
1281,11,5885,sales,urban,0.47177,1,540.8819269226929
1282,11,21683,delivery,suburban,0.513366,1,769.9720845821563
1283,5,37732,taxi,suburban,0.44546399999999997,0,0.0
1284,12,14516,delivery,urban,0.559032,0,0.0
1285,5,30635,sales,rural,0.34127,1,1474.1290767149562
1286,0,59780,taxi,urban,0.42956,0,0.0
1287,13,8877,taxi,rural,0.5277540000000001,0,0.0
1288,3,8501,service,rural,0.237002,0,0.0
1289,1,19918,delivery,urban,0.349836,0,0.0
1290,9,50485,service,urban,0.5009699999999999,0,0.0
1291,3,27318,sales,rural,0.294636,0,0.0
1292,12,40172,service,urban,0.5403439999999999,1,1103.1432446408521
1293,6,6862,service,urban,0.35372400000000004,1,384.9345897296734
1294,0,45429,service,suburban,0.270858,2,1160.7158443449428
1295,14,8708,delivery,urban,0.587416,0,0.0
1296,7,44144,sales,rural,0.40828800000000004,0,0.0
1297,3,13135,sales,suburban,0.28626999999999997,1,0.0
1298,10,52213,sales,rural,0.48442599999999997,0,0.0
1299,7,21287,delivery,suburban,0.43257400000000007,0,0.0
1300,0,15108,service,suburban,0.21021600000000001,0,0.0
1301,11,23518,delivery,suburban,0.517036,0,0.0
1302,6,5045,taxi,rural,0.38009000000000004,1,529.8504773197252
1303,10,14081,taxi,rural,0.478162,1,872.3503269732669
1304,13,37919,delivery,rural,0.5658380000000001,1,750.0130185369396
1305,9,21542,sales,suburban,0.4230839999999999,0,0.0
1306,10,24462,delivery,suburban,0.498924,4,3730.1293976131947
1307,3,49397,sales,urban,0.398794,0,0.0
1308,3,11808,sales,rural,0.263616,0,0.0
1309,6,26774,delivery,urban,0.463548,3,0.0
1310,12,15237,sales,urban,0.510474,1,583.7036556494161
1311,7,31556,delivery,urban,0.49311200000000005,0,0.0
1312,5,23246,sales,suburban,0.34649199999999997,0,0.0
1313,11,7542,service,suburban,0.41508399999999995,1,916.8873028140792
1314,12,8862,delivery,urban,0.547724,2,1945.649766881272
1315,13,51878,sales,urban,0.6037560000000001,1,1074.2138071522502
1316,4,8130,taxi,urban,0.40626,1,533.6319931359682
1317,10,48049,taxi,urban,0.6060979999999999,0,0.0
1318,8,55381,sales,urban,0.5107619999999999,0,0.0
1319,6,30619,taxi,suburban,0.451238,0,0.0
1320,5,22165,sales,urban,0.38433,2,0.0
1321,1,47697,delivery,urban,0.405394,0,0.0
1322,4,59022,taxi,urban,0.5080439999999999,1,1783.0679198606827
1323,8,11623,service,suburban,0.363246,0,0.0
1324,13,58040,delivery,rural,0.6060800000000001,3,3318.1491119622906
1325,12,56905,taxi,urban,0.6638099999999999,0,0.0
1326,2,12841,delivery,urban,0.355682,0,0.0
1327,10,8010,sales,suburban,0.41601999999999995,0,0.0
1328,1,44320,taxi,urban,0.41864,0,0.0
1329,10,9271,taxi,rural,0.468542,0,0.0
1330,5,38044,delivery,rural,0.406088,0,0.0
1331,6,8561,taxi,suburban,0.407122,0,0.0
1332,10,42985,service,rural,0.44597,0,0.0
1333,6,17743,taxi,urban,0.465486,1,807.6780421062075
1334,12,10290,taxi,urban,0.57058,0,0.0
1335,8,8663,sales,urban,0.417326,1,0.0
1336,14,15370,taxi,urban,0.62074,0,0.0
1337,9,34741,taxi,urban,0.5594819999999999,0,0.0
1338,4,9215,delivery,urban,0.38843,2,947.4575958988437
1339,11,49125,delivery,suburban,0.56825,0,0.0
1340,6,38227,sales,urban,0.436454,0,0.0
1341,8,21351,service,suburban,0.38270199999999993,0,0.0
1342,2,59262,service,urban,0.378524,0,0.0
1343,1,41219,service,urban,0.322438,1,0.0
1344,8,41959,taxi,urban,0.553918,0,0.0
1345,2,14567,delivery,suburban,0.319134,1,1401.2574234758495
1346,14,44091,sales,suburban,0.5681820000000001,1,1620.5321264358208
1347,12,35755,service,suburban,0.49150999999999995,0,0.0
1348,10,59152,sales,urban,0.5583039999999999,0,0.0
1349,11,31289,taxi,urban,0.5925779999999999,2,1437.9777251713622
1350,8,42290,sales,rural,0.42458,0,0.0
1351,0,23762,sales,urban,0.287524,1,419.4830613154984
1352,5,7209,service,urban,0.33441800000000005,0,0.0
1353,7,12035,sales,urban,0.40407000000000004,0,0.0
1354,13,52685,taxi,urban,0.6753699999999999,1,817.1537459177819
1355,3,45596,delivery,urban,0.441192,0,0.0
1356,7,25057,taxi,urban,0.5001140000000001,1,687.1787591006472
1357,5,43380,delivery,suburban,0.43676,0,0.0
1358,2,5239,service,rural,0.210478,1,621.6533422049146
1359,1,7044,taxi,urban,0.344088,0,0.0
1360,5,32897,taxi,urban,0.475794,2,1494.0049270622842
1361,1,39373,delivery,rural,0.328746,0,0.0
1362,1,56535,sales,urban,0.37307,0,0.0
1363,5,46781,taxi,rural,0.443562,0,0.0
1364,3,19153,delivery,urban,0.388306,2,2124.863232485402
1365,8,49832,service,suburban,0.439664,0,0.0
1366,0,32033,taxi,rural,0.314066,1,496.28134518314766
1367,4,50431,taxi,urban,0.490862,1,707.7118810485699
1368,6,14557,delivery,rural,0.37911400000000006,0,0.0
1369,14,6442,taxi,suburban,0.562884,2,1683.1912227088128
1370,9,8173,sales,rural,0.37634599999999996,1,726.5999041464125
1371,13,59498,service,urban,0.598996,0,0.0
1372,5,9429,delivery,urban,0.408858,0,0.0
1373,6,56664,service,urban,0.453328,0,0.0
1374,6,44985,sales,rural,0.38997000000000004,1,819.778653173562
1375,13,13032,delivery,urban,0.576064,0,0.0
1376,14,52524,delivery,urban,0.675048,0,0.0
1377,14,12931,delivery,rural,0.5358620000000001,2,2495.626494625819
1378,11,12881,service,urban,0.46576200000000006,0,0.0
1379,7,36653,delivery,suburban,0.46330600000000005,1,975.9881241741647
1380,8,20857,taxi,urban,0.511714,1,863.9698020961148
1381,14,20995,sales,suburban,0.5219900000000001,1,0.0
1382,4,15726,service,urban,0.331452,0,0.0
1383,5,38422,sales,urban,0.416844,0,0.0
1384,13,6477,sales,suburban,0.472954,0,0.0
1385,5,18479,delivery,urban,0.426958,0,0.0
1386,3,35438,service,urban,0.350876,1,898.1875949758095
1387,8,31759,delivery,urban,0.5135179999999999,0,0.0
1388,4,43495,delivery,suburban,0.4169899999999999,0,0.0
1389,13,16893,service,urban,0.513786,0,0.0
1390,13,40633,delivery,urban,0.631266,1,499.93652866966585
1391,4,46796,delivery,urban,0.46359199999999995,2,1609.1538175346047
1392,7,26342,sales,urban,0.43268400000000007,1,979.8507577663203
1393,14,19124,delivery,suburban,0.5682480000000001,0,0.0
1394,11,35525,delivery,urban,0.58105,2,2612.1232154879754
1395,3,36837,sales,rural,0.313674,0,0.0
1396,8,10175,sales,suburban,0.38034999999999997,0,0.0
1397,9,36081,sales,rural,0.432162,0,0.0
1398,9,13486,delivery,suburban,0.456972,1,629.7728204961388
1399,0,36285,taxi,urban,0.38257,1,0.0
1400,4,56248,sales,rural,0.372496,0,0.0
1401,12,34538,delivery,suburban,0.559076,2,974.4459042537385
1402,3,46882,delivery,suburban,0.40376399999999996,0,0.0
1403,4,22033,delivery,urban,0.414066,2,907.6899021642159
1404,4,55750,taxi,urban,0.5015,1,799.0738997326927
1405,2,49701,delivery,suburban,0.38940199999999997,1,0.0
1406,2,55417,sales,urban,0.390834,0,0.0
1407,5,45787,service,suburban,0.371574,1,834.763379757866
1408,13,40716,delivery,urban,0.631432,0,0.0
1409,0,33875,sales,suburban,0.26775,0,0.0
